stimuli_1,block1_resp.keys,correct_resp1,block1_resp.corr,block1_resp.rt,stimuli_2,block2_resp.keys,correct_resp2,block2_resp.corr,block2_resp.rt,stimuli_4,correct_resp4,block4_resp.keys,block4_resp.corr,block4_resp.rt,stimuli_5_reversed,block5_resp.keys,correct_resp5,block5_resp.corr,block5_resp.rt
,,,,,L_q.bmp,None,None,1.0,,,,,,,L_g.bmp,n,None,0,0.0777408999856561
,,,,,L_g.bmp,None,None,1.0,,,,,,,L_m.bmp,None,None,1,
,,,,,L_s.bmp,n,n,1.0,0.5990871000103652,,,,,,L_b.bmp,None,None,1,
,,,,,L_b.bmp,None,None,1.0,,,,,,,L_t.bmp,None,None,1,
,,,,,L_j.bmp,None,None,1.0,,,,,,,L_k.bmp,None,None,1,
,,,,,L_g.bmp,None,None,1.0,,,,,,,L_q.bmp,None,None,1,
,,,,,L_r.bmp,None,n,0.0,,,,,,,L_m.bmp,None,None,1,
,,,,,L_v.bmp,n,None,0.0,0.0349681000225245,,,,,,L_r.bmp,None,n,0,
,,,,,L_m.bmp,None,None,1.0,,,,,,,L_d.bmp,n,None,0,0.2901593999704346
,,,,,L_b.bmp,None,None,1.0,,,,,,,L_p.bmp,None,None,1,
,,,,,L_r.bmp,None,None,1.0,,,,,,,L_t.bmp,None,n,0,
,,,,,L_b.bmp,None,None,1.0,,,,,,,L_m.bmp,None,None,1,
,,,,,L_d.bmp,None,None,1.0,,,,,,,L_w.bmp,n,None,0,0.0441707998979836
,,,,,L_v.bmp,None,None,1.0,,,,,,,L_s.bmp,None,n,0,
,,,,,L_b.bmp,None,None,1.0,,,,,,,L_f.bmp,n,None,0,0.1614067999180406
,,,,,L_n.bmp,None,None,1.0,,,,,,,L_p.bmp,None,None,1,
,,,,,L_c.bmp,None,None,1.0,,,,,,,L_w.bmp,None,None,1,
,,,,,L_p.bmp,None,None,1.0,,,,,,,L_d.bmp,None,None,1,
,,,,,L_f.bmp,None,None,1.0,,,,,,,L_s.bmp,None,None,1,
,,,,,L_p.bmp,None,None,1.0,,,,,,,L_q.bmp,None,None,1,
,,,,,L_s.bmp,n,n,1.0,0.5958455000072718,,,,,,L_m.bmp,None,None,1,
,,,,,L_d.bmp,None,None,1.0,,,,,,,L_q.bmp,None,None,1,
,,,,,L_q.bmp,None,None,1.0,,,,,,,L_t.bmp,None,n,0,
,,,,,L_m.bmp,None,None,1.0,,,,,,,L_b.bmp,n,None,0,0.1043341000331565
,,,,,L_r.bmp,None,n,0.0,,,,,,,L_d.bmp,None,None,1,
,,,,,L_h.bmp,n,None,0.0,0.2098135000560432,,,,,,L_j.bmp,None,None,1,
,,,,,L_b.bmp,None,None,1.0,,,,,,,L_s.bmp,None,n,0,
,,,,,L_m.bmp,None,None,1.0,,,,,,,L_d.bmp,n,None,0,0.2750503999413922
,,,,,L_q.bmp,None,None,1.0,,,,,,,L_p.bmp,None,None,1,
,,,,,L_s.bmp,n,n,1.0,0.5568818000610918,,,,,,L_v.bmp,None,None,1,
